"id","allLetter","area","firstLetter","onlineTime","peopleNumber","platId","platName","proTime","problemTime","regCapital","status1","status2","type"
"3041","lunqudai","上海","lqd1","2015-07-30 00:00:00","0","5196","伦取贷","2016-03","2016-03-30 00:00:00","7000","0","1","跑路"
"3042","","广东","","2015-12-01 00:00:00","0","5868","钱理宝","2016-03","2016-03-30 00:00:00","2000","0","1","跑路"
"3043","zhongnongcaifu","山东","zncf","2015-06-01 00:00:00","0","2449","中农财富","2016-03","2016-03-29 00:00:00","1000","0","1","停业"
"3044","zichengjinrong","上海","zcjr1","2015-08-08 00:00:00","0","3231","紫橙金融","2016-03","2016-03-29 00:00:00","5000","0","1","停业"
"3045","wanrongtouzi","江苏","wrtz","2016-03-01 00:00:00","0","5976","万融投资","2016-03","2016-03-29 00:00:00","1000","0","0","停业"
"3046","","四川","","2016-01-21 00:00:00","0","6116","仓仓贷","2016-03","2016-03-29 00:00:00","5600","0","1","停业"
"3047","tiandaijinrong","福建","tdjr","2016-01-19 00:00:00","0","5910","天贷金融","2016-03","2016-03-29 00:00:00","7000","0","0","跑路"
"3048","weicaijinrong","江苏","wcjr1","2016-01-18 00:00:00","0","4216","微财金融","2016-03","2016-03-28 00:00:00","5000","0","0","提现困难"
"3049","fuyidai1","河南","fyd2","2014-03-28 00:00:00","0","548","褔易贷","2016-03","2016-03-28 00:00:00","0","0","1","跑路"
"3050","zhongxutouzi","广东","zxtz","2014-11-03 00:00:00","0","1109","中续投资","2016-03","2016-03-28 00:00:00","0","0","0","跑路"
"3051","beimizaixian","吉林","bmzx","2015-12-30 00:00:00","0","4229","贝米在线","2016-03","2016-03-28 00:00:00","20000","0","0","跑路"
"3052","","北京","","2015-05-26 00:00:00","0","6033","吉石宝","2016-03","2016-03-26 00:00:00","500","0","1","停业"
"3053","hanzhengjiejinrong","湖北","hzjjr","2016-01-01 00:00:00","0","6112","汉正街金融","2016-03","2016-03-26 00:00:00","100","0","0","停业"
"3054","zhengdayidai","北京","zded","2012-07-31 00:00:00","0","5557","证大e贷","2016-03","2016-03-25 00:00:00","1000","0","0","停业"
"3055","yongdaibao","河南","ydb1","2015-03-17 00:00:00","0","1908","永贷宝","2016-03","2016-03-25 00:00:00","3000","0","0","跑路"
"3056","hujintouzi","辽宁","hjtz","2016-03-21 00:00:00","0","5394","互金投资","2016-03","2016-03-25 00:00:00","9877","0","0","跑路"
"3057","ruiandai","浙江","rad","2014-05-08 00:00:00","0","593","瑞安贷","2016-03","2016-03-24 00:00:00","880","0","0","停业"
"3058","huilongdai","四川","hui","2015-02-02 00:00:00","0","1602","惠龙贷","2016-03","2016-03-24 00:00:00","1200","0","0","停业"
"3059","xinglicai","湖北","xlc","2014-08-01 00:00:00","0","1742","星理财","2016-03","2016-03-24 00:00:00","10000","0","0","停业"
"3060","youcaishu","北京","ycs","2014-06-13 00:00:00","0","1535","优财树","2016-03","2016-03-24 00:00:00","1000","0","0","跑路"
"3061","yichenchuangtou","山东","ycct1","2015-08-28 00:00:00","0","3555","一辰创投","2016-03","2016-03-24 00:00:00","5000","0","0","跑路"
"3062","dandingtouzi3","湖北","ddtz3","2016-03-02 00:00:00","0","5912","丹鼎投资","2016-03","2016-03-24 00:00:00","1000","0","1","跑路"
"3063","yidaijinrong","四川","ydjr","2014-10-29 00:00:00","0","1396","易贷金融","2016-03","2016-03-23 00:00:00","1000","0","1","停业"
"3064","feiyangyidai","海南","fyyd","2015-07-20 00:00:00","0","1514","飞阳易贷","2016-03","2016-03-23 00:00:00","1000","0","0","停业"
"3065","zunbaolicai","广西","zblc","2015-04-26 00:00:00","0","2558","尊宝理财","2016-03","2016-03-23 00:00:00","5000","0","1","停业"
"3066","yongxinyidai","河北","yxyd","2015-07-17 00:00:00","0","2737","永信易贷","2016-03","2016-03-23 00:00:00","5000","0","0","停业"
"3067","shunfatouzi","云南","sftz","2016-03-01 00:00:00","0","5905","顺发投资","2016-03","2016-03-23 00:00:00","3000","0","0","停业"
"3068","caiyuanbao12","黑龙江","cyb12","2014-03-07 00:00:00","0","519","财源宝","2016-03","2016-03-23 00:00:00","10000","0","0","提现困难"
"3069","qianrongyidai","湖北","qryd","2014-12-08 00:00:00","0","1354","乾融易贷","2016-03","2016-03-22 00:00:00","1000","0","0","停业"
"3070","zhongdongziben","河南","zdzb","2015-03-07 00:00:00","0","1590","中东资本","2016-03","2016-03-22 00:00:00","1001","0","0","停业"
"3071","jiaofenzaixian","上海","jfzx","2015-11-11 00:00:00","0","3482","角分在线","2016-03","2016-03-22 00:00:00","10000","0","0","停业"
"3072","jinkoudai","广东","jkd1","2014-06-18 00:00:00","0","693","金口袋","2016-03","2016-03-22 00:00:00","1000","0","0","跑路"
"3073","xintadai","湖北","xtd","2014-09-25 00:00:00","0","936","信他贷","2016-03","2016-03-22 00:00:00","5000","0","0","跑路"
"3074","chuangancaifu","重庆","cacf","2014-10-08 00:00:00","0","1326","创安财富","2016-03","2016-03-22 00:00:00","1500","0","0","跑路"
"3075","fanhejinfu","福建","fhjf","2015-03-16 00:00:00","0","1692","饭盒金服","2016-03","2016-03-22 00:00:00","5000","0","0","跑路"
"3076","anxinjinrong6","陕西","axjr6","2015-02-02 00:00:00","0","2089","安鑫金融","2016-03","2016-03-22 00:00:00","5555","0","0","跑路"
"3077","yulinchuangtou","河南","ylct","2015-06-12 00:00:00","0","2115","豫麟创投","2016-03","2016-03-22 00:00:00","1650","0","0","跑路"
"3078","yingancheng","山西","ygc","2015-11-06 00:00:00","0","4258","银淦诚","2016-03","2016-03-22 00:00:00","1000","0","0","跑路"
"3079","anxinjinrong","北京","axjr","2014-12-18 00:00:00","0","1711","安心金融","2016-03","2016-03-21 00:00:00","1000","0","0","停业"
"3080","caiyuanwang2","黑龙江","cyw2","2013-12-16 00:00:00","0","4828","财源网","2016-03","2016-03-21 00:00:00","1000","0","0","提现困难"
"3081","huijinsuo","安徽","hjs1","2014-10-30 00:00:00","0","1889","徽金所","2016-03","2016-03-21 00:00:00","5000","0","0","经侦介入"
"3082","xinledai","北京","xlwd","2015-03-03 00:00:00","0","4170","信乐贷","2016-03","2016-03-20 00:00:00","0","0","0","跑路"
"3083","wanqiantang","重庆","wqt","2015-02-01 00:00:00","0","6108","万钱堂","2016-03","2016-03-19 00:00:00","1000","0","0","停业"
"3084","kaijieyuanrongwang","重庆","kjyrw","2014-02-22 00:00:00","0","471","开杰圆融网","2016-03","2016-03-18 00:00:00","500","0","0","停业"
"3085","youweidai","北京","ywd1","2014-08-01 00:00:00","0","801","汇盈财富","2016-03","2016-03-18 00:00:00","1500","0","0","停业"
"3086","zhimakaimen","河北","zmkm","2014-12-30 00:00:00","0","1407","芝麻开门","2016-03","2016-03-18 00:00:00","3000","0","0","停业"
"3087","shenjinzaixian","广东","sjzx","2015-01-24 00:00:00","0","1693","深金在线","2016-03","2016-03-18 00:00:00","5000","0","0","停业"
"3088","jinmaidai","广东","jmjr","2015-01-21 00:00:00","0","1695","金麦金融","2016-03","2016-03-18 00:00:00","5000","0","0","停业"
"3089","lanmaoyiliubaba","浙江","lmylbb","2015-10-01 00:00:00","0","3337","懒猫1688","2016-03","2016-03-18 00:00:00","2000","0","0","停业"
"3090","xingfudai","山东","xfd","2013-06-15 00:00:00","0","284","幸福贷","2016-03","2016-03-17 00:00:00","3000","0","0","提现困难"
"3091","zhizunbao","河南","zzb","2015-02-01 00:00:00","0","4018","至尊宝","2016-03","2016-03-17 00:00:00","1100","0","0","跑路"
"3092","xinhuantouzi","陕西","xhtz2","2016-03-14 00:00:00","0","4972","鑫环投资","2016-03","2016-03-17 00:00:00","10000","0","0","跑路"
"3093","ditiancaifu","山东","dtcf","2015-05-10 00:00:00","0","1985","帝天财富","2016-03","2016-03-16 00:00:00","2000","0","0","停业"
"3094","jufuyidai","山东","jfyd","2015-06-15 00:00:00","0","2418","巨福易贷","2016-03","2016-03-16 00:00:00","3000","0","0","停业"
"3095","yushengcaifu","陕西","yscf8","2015-09-16 00:00:00","0","2936","昱盛财富","2016-03","2016-03-16 00:00:00","1000","0","0","停业"
"3096","jinlaiguwang","北京","jlgw","2015-05-04 00:00:00","0","3521","金来股网","2016-03","2016-03-16 00:00:00","10000","0","0","停业"
"3097","","江苏","","2015-11-20 00:00:00","0","6114","港通财富","2016-03","2016-03-16 00:00:00","10000","0","1","停业"
"3098","zhinanzhen","山东","znz","2015-07-03 00:00:00","0","2196","指南针","2016-03","2016-03-16 00:00:00","5000","0","0","跑路"
"3099","zhaoxincaifu","山东","zxcf2","2015-07-09 00:00:00","0","2324","兆鑫财富","2016-03","2016-03-16 00:00:00","1000","0","0","跑路"
"3100","","山东","","2015-03-16 00:00:00","0","5767","佳昌创投","2016-03","2016-03-16 00:00:00","1000","0","1","跑路"
"3101","miaomuzhijia","山东","mmzj","2014-09-09 00:00:00","0","829","苗木之家","2016-03","2016-03-15 00:00:00","1000","0","0","停业"
"3102","guanganhongrun","山东","gahr","2014-07-14 00:00:00","0","855","广安宏润","2016-03","2016-03-15 00:00:00","1500","0","0","停业"
"3103","rongyizaixian","北京","ryzx1","2015-05-15 00:00:00","0","2869","融易在线","2016-03","2016-03-15 00:00:00","0","0","1","停业"
"3104","jinrunchuangtou","江苏","jrct","2015-05-08 00:00:00","0","3066","金润创投","2016-03","2016-03-15 00:00:00","2000","0","0","停业"
"3105","qishangchuangfu","湖南","qscf","2015-09-28 00:00:00","0","3132","祁商创富","2016-03","2016-03-15 00:00:00","3000","0","0","停业"
"3106","jiuliwang","河南","jlw1","2015-07-30 00:00:00","0","3179","久利网","2016-03","2016-03-15 00:00:00","3000","0","0","停业"
"3107","yonghuhangchangtou","浙江","yhhct","2015-07-13 00:00:00","0","3201","涌沪行创投","2016-03","2016-03-15 00:00:00","5000","0","0","停业"
"3108","huohutouzi","江苏","hhtz","2015-10-12 00:00:00","0","3205","火狐投资","2016-03","2016-03-15 00:00:00","1000","0","0","停业"
"3109","huataiyibai","北京","htyb","2015-09-01 00:00:00","0","3211","华泰100","2016-03","2016-03-15 00:00:00","10000","0","0","停业"
"3110","","北京","","2015-07-10 00:00:00","0","6103","鑫源贷","2016-03","2016-03-15 00:00:00","5000","0","1","停业"
"3111","jiujiulicai","北京","jjlc","2015-09-25 00:00:00","0","3217","久久理财","2016-03","2016-03-15 00:00:00","75","0","0","提现困难"
"3112","lanxiangjinfu","广西","lxjf","2015-09-19 00:00:00","0","3150","蓝象金服","2016-03","2016-03-15 00:00:00","1000","0","0","跑路"
"3113","xilaidai","广东","xld","2014-09-22 00:00:00","0","927","喜来贷","2016-03","2016-03-11 00:00:00","1000","0","0","停业"
"3114","tianyichuangtou","安徽","tyct","2015-08-28 00:00:00","0","3061","添亿创投","2016-03","2016-03-11 00:00:00","1000","0","0","停业"
"3115","diandianlicai","广东","ddlc","2014-09-05 00:00:00","0","839","点点理财","2016-03","2016-03-10 00:00:00","1000","0","0","停业"
"3116","xinhuashi","湖北","xhs","2014-12-04 00:00:00","0","1227","鑫华士","2016-03","2016-03-10 00:00:00","1000","0","0","停业"
"3117","caijinsuo","广东","cjs","2014-11-18 00:00:00","0","1249","财金所","2016-03","2016-03-10 00:00:00","1000","0","0","停业"
"3118","luxinyidai","山东","lxyd","2015-01-09 00:00:00","0","1313","鲁信宜贷","2016-03","2016-03-10 00:00:00","1000","0","0","停业"
"3119","fangxintouzi","广东","fxtz","2014-10-12 00:00:00","0","1375","放心投资","2016-03","2016-03-10 00:00:00","3000","0","0","停业"
"3120","ebeidai","广东","ebd","2014-12-01 00:00:00","0","1999","E贝贷","2016-03","2016-03-10 00:00:00","5000","0","0","停业"
"3121","runyuancaifu","山东","rycf3","2015-01-29 00:00:00","0","2033","润源财富","2016-03","2016-03-10 00:00:00","2000","0","0","停业"
"3122","chaozuanjinrong","广东","czjr","2015-04-21 00:00:00","0","2060","超钻金融","2016-03","2016-03-10 00:00:00","5000","0","0","停业"
"3123","dayuziben","山东","dyzb","2015-04-17 00:00:00","0","4165","大禹资本","2016-03","2016-03-10 00:00:00","1800","0","0","停业"
"3124","caifubaotourong","四川","cfbtr","2014-04-17 00:00:00","0","568","财富宝投融","2016-03","2016-03-10 00:00:00","1000","0","0","跑路"
"3125","zhongqianzaixian","贵州","zqzx","2014-11-18 00:00:00","0","1128","中乾在线","2016-03","2016-03-10 00:00:00","10000","0","0","跑路"
"3126","caiyeye","广东","cyy","2015-03-30 00:00:00","0","1743","财爷爷","2016-03","2016-03-10 00:00:00","10000","0","0","跑路"
"3127","baobener","广东","bbe","2014-08-01 00:00:00","0","3665","保本儿","2016-03","2016-03-10 00:00:00","5000","0","0","跑路"
"3128","guoqijinrong","广东","gqjr","2014-09-01 00:00:00","0","3751","国汽金融","2016-03","2016-03-10 00:00:00","1000","0","0","跑路"
"3129","zhengxiangziben","江苏","zxzb","2015-03-04 00:00:00","0","4175","正祥资本","2016-03","2016-03-10 00:00:00","1800","0","0","跑路"
"3130","duolijinfu","北京","dljf","2015-04-22 00:00:00","0","4176","多利金服","2016-03","2016-03-10 00:00:00","5000","0","0","跑路"
"3131","6jinsuo","广东","ljs5","2015-06-24 00:00:00","0","4177","6金所","2016-03","2016-03-10 00:00:00","1000","0","0","跑路"
"3132","xiaoweibangke","湖北","xwbk","2015-04-06 00:00:00","0","1867","小微蚌壳","2016-03","2016-03-08 00:00:00","10000","0","0","停业"
"3133","hongyundangtou","山东","hydt","2015-12-16 00:00:00","0","4171","鸿运当投（鲁）","2016-03","2016-03-08 00:00:00","3000","0","0","停业"
"3134","longbangtouzi","河北","lbtz","2016-02-01 00:00:00","0","5989","龙邦投资","2016-03","2016-03-08 00:00:00","5000","0","0","提现困难"
"3135","qingrongwang","浙江","qrw3","2015-12-15 00:00:00","0","4168","清融网","2016-03","2016-03-07 00:00:00","5000","0","0","停业"
"3136","","广东","","2015-11-18 00:00:00","0","6021","有闲钱理财","2016-03","2016-03-07 00:00:00","5000","0","1","停业"
"3137","","广东","","2014-12-19 00:00:00","0","6105","投雪球","2016-03","2016-03-07 00:00:00","0","0","1","停业"
"3138","zongqindai","广东","zqd","2014-06-28 00:00:00","0","658","宗亲贷","2016-03","2016-03-07 00:00:00","1000","0","0","跑路"
"3139","yizhongdai","广东","yzd1","2014-03-01 00:00:00","0","3830","宜众贷","2016-03","2016-03-07 00:00:00","2000","0","0","跑路"
"3140","yishangdai","广东","ysd","2013-10-18 00:00:00","0","303","艺商贷","2016-03","2016-03-07 00:00:00","500","0","0","经侦介入"
"3141","yushenglicai","江苏","yslc","2016-03-05 00:00:00","0","4141","御盛理财","2016-03","2016-03-06 00:00:00","3000","0","0","停业"
"3142","guomantouzi","河北","gmtz","2016-02-26 00:00:00","0","5474","国曼投资","2016-03","2016-03-06 00:00:00","5000","0","1","停业"
"3143","bohaichuangtou","山东","bhct","2015-03-23 00:00:00","0","1787","渤海创投","2016-03","2016-03-03 00:00:00","2000","0","0","停业"
"3144","liangshidai","黑龙江","lsd7","2015-02-14 00:00:00","0","3569","粮食贷","2016-03","2016-03-03 00:00:00","10000","0","0","停业"
"3145","yifangyidai","广东","yfyd","2015-03-18 00:00:00","0","2106","壹方壹贷","2016-03","2016-03-03 00:00:00","5000","0","0","跑路"
"3146","tiantianli","广东","ttl","2014-07-01 00:00:00","0","3743","天天利","2016-03","2016-03-03 00:00:00","1000","0","0","跑路"
"3147","jinguandai","广东","jgd1","2014-04-03 00:00:00","0","3794","金冠贷","2016-03","2016-03-03 00:00:00","1000","0","0","跑路"
"3148","chunjiatouzi","江苏","cjtz","2016-01-08 00:00:00","0","4132","纯嘉投资","2016-03","2016-03-03 00:00:00","5000","0","0","跑路"
"3149","yayadai","广东","yyd15","2015-06-19 00:00:00","0","4138","押押贷","2016-03","2016-03-03 00:00:00","10000","0","0","跑路"
"3150","xingyurongtong","安徽","xyrt","2015-01-06 00:00:00","0","1901","兴玉融通","2016-03","2016-03-02 00:00:00","2180","0","0","停业"
"3151","mohuandianying","上海","mhdy","2015-06-23 00:00:00","0","4088","魔环电影","2016-03","2016-03-02 00:00:00","10000","0","0","停业"
"3152","","北京","","2016-01-09 00:00:00","0","6099","益家财富","2016-03","2016-03-02 00:00:00","0","0","1","停业"
"3153","changtaiwang","江西","ctw","2014-11-11 00:00:00","0","1043","昌泰网","2016-03","2016-03-01 00:00:00","5000","0","0","停业"
"3154","huizhongdai","四川","hzd4","2014-12-08 00:00:00","0","1258","汇众贷","2016-03","2016-03-01 00:00:00","1000","0","0","停业"
"3155","dawanglicai","广东","dwlc","2015-03-04 00:00:00","0","1612","大王理财","2016-03","2016-03-01 00:00:00","30000","0","0","停业"
"3156","shenghaodai","山东","shd","2015-01-10 00:00:00","0","1632","圣豪贷","2016-03","2016-03-01 00:00:00","1000","0","0","停业"
"3157","jinshizi","北京","jsz","2015-03-25 00:00:00","0","1754","金柿子","2016-03","2016-03-01 00:00:00","3000","0","0","停业"
"3158","faxiandi","江西","fxd1","2015-05-01 00:00:00","0","2017","发现地","2016-03","2016-03-01 00:00:00","3000","0","0","停业"
"3159","chuqianguan","北京","cqg3","2015-03-01 00:00:00","0","2705","储钱罐","2016-03","2016-03-01 00:00:00","2000","0","0","停业"
"3160","quwangdai","安徽","qwd","2015-09-01 00:00:00","0","2803","去网贷","2016-03","2016-03-01 00:00:00","3000","0","0","停业"
"3161","namishidai","广东","nmsd","2015-09-09 00:00:00","0","2955","纳米时贷","2016-03","2016-03-01 00:00:00","5000","0","0","停业"
"3162","yirongyi","广东","yry","2015-10-29 00:00:00","0","3500","艺融易","2016-03","2016-03-01 00:00:00","5000","0","0","停业"
"3163","caitoubao","北京","ctb","2015-05-01 00:00:00","0","4334","财投宝","2016-03","2016-03-01 00:00:00","1000","0","0","停业"
"3164","qianchengchedai","江西","qccd","2014-05-21 00:00:00","0","4949","虔城车贷","2016-03","2016-03-01 00:00:00","500","0","0","停业"
"3165","huijinwu","湖南","hjw","2015-03-20 00:00:00","0","4950","汇金屋","2016-03","2016-03-01 00:00:00","500","0","1","停业"
"3166","","浙江","","2015-12-01 00:00:00","0","6152","佳翔贷","2016-03","2016-03-01 00:00:00","5000","0","1","停业"
"3167","dailewang","北京","dlw","2014-03-28 00:00:00","0","532","贷乐网","2016-03","2016-03-01 00:00:00","1000","0","0","提现困难"
"3168","rongcuhui","广东","rch","2014-05-04 00:00:00","0","782","融促汇","2016-03","2016-03-01 00:00:00","30000","0","0","提现困难"
"3169","huaxiayintai","北京","hxyt","2015-05-25 00:00:00","0","2044","华夏银泰","2016-03","2016-03-01 00:00:00","5000","0","0","跑路"
"3170","yinghuirong","广东","yhr","2015-07-27 00:00:00","0","2586","盈汇融","2016-03","2016-03-01 00:00:00","3000","0","0","跑路"
"3171","miaocitouzi","云南","mctz","2016-02-25 00:00:00","0","4121","妙慈投资","2016-03","2016-03-01 00:00:00","5000","0","0","跑路"
"3172","yiqichuangtou","山东","yqct","2015-04-02 00:00:00","0","4124","易起创投","2016-03","2016-03-01 00:00:00","1000","0","0","跑路"
"3173","tianjitouzi","山东","tjtz","2015-07-06 00:00:00","0","4125","天基投资","2016-03","2016-03-01 00:00:00","1000","0","0","跑路"
"3174","xudaiwang","四川","xdw3","2015-05-05 00:00:00","0","4127","旭贷网","2016-03","2016-03-01 00:00:00","1000","0","0","跑路"
"3175","miaochedai2","上海","mcd2","2015-11-26 00:00:00","0","4488","秒车贷","2016-02","2016-02-29 00:00:00","0","0","1","停业"
"3176","hitouba","广东","htb","2013-10-24 00:00:00","0","378","Hi投吧","2016-02","2016-02-29 00:00:00","5000","0","0","提现困难"
"3177","bianjingcaifu","河南","bjcf2","2014-10-01 00:00:00","0","3679","汴京财富","2016-02","2016-02-29 00:00:00","1000","0","0","跑路"
"3178","chushangchuangtou","云南","csct","2014-01-01 00:00:00","0","3707","楚商创投","2016-02","2016-02-29 00:00:00","3000","0","0","跑路"
"3179","jindaizi","江苏","jdz","2015-10-22 00:00:00","0","4117","金贷子","2016-02","2016-02-29 00:00:00","10000","0","0","跑路"
"3180","chengrongdai","天津","crd3","2014-10-16 00:00:00","0","4129","成融贷","2016-02","2016-02-29 00:00:00","10000","0","0","跑路"
"3181","huijinzaixian","山东","hjzx","2015-04-08 00:00:00","0","5509","汇金在线","2016-02","2016-02-29 00:00:00","1000","0","1","跑路"
"3182","jinmaoyuan","河南","jmy","2014-11-17 00:00:00","0","5508","金茂源","2016-02","2016-02-28 00:00:00","0","0","1","停业"
"3183","yuanmeilicai","浙江","ymlc2","2016-01-08 00:00:00","0","5125","源美理财","2016-02","2016-02-27 00:00:00","5800","0","0","停业"
"3184","quzhuaqian","北京","qzq","2015-11-10 00:00:00","0","3963","趣抓钱","2016-02","2016-02-26 00:00:00","0","0","1","停业"
"3185","zhongtianhexin","云南","zthx","2015-08-21 00:00:00","0","6102","中天和信","2016-02","2016-02-26 00:00:00","3000","0","0","停业"
"3186","hechengdezaixian","广东","hcdzx","2014-11-08 00:00:00","0","404","和诚德在线","2016-02","2016-02-26 00:00:00","5000","0","0","提现困难"
"3187","budaibaobao","湖北","bdbb","2015-11-04 00:00:00","0","3370","布贷宝宝","2016-02","2016-02-26 00:00:00","1000","0","0","跑路"
"3188","dexincaifu2","山东","dxcf2","2015-05-07 00:00:00","0","4113","德鑫财富","2016-02","2016-02-26 00:00:00","3000","0","0","跑路"
"3189","jinyousuo","上海","jys1","2015-01-31 00:00:00","0","1504","金油所","2016-02","2016-02-25 00:00:00","10000","0","0","停业"
"3190","bodaiwang","上海","bdw1","2015-02-03 00:00:00","0","1611","博贷网","2016-02","2016-02-25 00:00:00","1000","0","0","停业"
"3191","baogaitou","上海","bgt","2014-08-29 00:00:00","0","1905","宝盖头","2016-02","2016-02-25 00:00:00","5000","0","0","停业"
"3192","biliangdai","湖南","bld1","2015-04-25 00:00:00","0","1966","比亮贷","2016-02","2016-02-25 00:00:00","2000","0","0","停业"
"3193","zhechujinrong","湖北","zcjr","2015-08-01 00:00:00","0","2706","浙楚金融","2016-02","2016-02-25 00:00:00","5000","0","0","停业"
"3194","","河南","","2015-12-05 00:00:00","0","6111","众丁投","2016-02","2016-02-25 00:00:00","1000","0","1","停业"
"3195","cunqianwang","广东","cqw","2014-11-11 00:00:00","0","1028","存钱网","2016-02","2016-02-24 00:00:00","1000","0","0","停业"
"3196","ailixin","北京","axd2","2014-08-01 00:00:00","0","3785","爱信贷","2016-02","2016-02-24 00:00:00","3000","0","0","停业"
"3197","tuohonglicai","浙江","thlc","2014-04-01 00:00:00","0","765","拓宏理财网","2016-02","2016-02-24 00:00:00","1000","0","0","跑路"
"3198","weifangcaifu","上海","wfcf","2015-03-01 00:00:00","0","4112","微方财富","2016-02","2016-02-24 00:00:00","0","0","0","跑路"
"3199","wanjiangdai","安徽","wjd","2015-04-28 00:00:00","0","1866","皖江贷","2016-02","2016-02-23 00:00:00","8000","0","0","停业"
"3200","chuangyingyidai","安徽","cyyd","2014-10-09 00:00:00","0","1047","创赢易贷","2016-02","2016-02-23 00:00:00","5000","0","0","提现困难"
"3201","fangbiandai","北京","fbd","2014-09-29 00:00:00","0","912","方便贷","2016-02","2016-02-23 00:00:00","3000","0","0","跑路"
"3202","jiayuandai","北京","jyd1","2014-09-16 00:00:00","0","1253","家园贷","2016-02","2016-02-23 00:00:00","1000","0","0","跑路"
"3203","guangtongdai","山东","gtd","2015-04-13 00:00:00","0","2218","广通贷","2016-02","2016-02-23 00:00:00","5100","0","0","跑路"
"3204","guokaidai","广东","gkd","2014-08-01 00:00:00","0","734","国开贷","2016-02","2016-02-22 00:00:00","1100","0","0","停业"
"3205","huixinzaixian","广东","hxzx1","2015-08-01 00:00:00","0","2721","汇鑫在线","2016-02","2016-02-22 00:00:00","2009","0","0","停业"
"3206","yufuwang2","北京","yfw2","2015-10-01 00:00:00","0","6115","渔夫网","2016-02","2016-02-22 00:00:00","3000","0","0","停业"
"3207","dianwangdai","广东","dwd","2015-04-20 00:00:00","0","1808","电网贷","2016-02","2016-02-19 00:00:00","10000","0","0","停业"
"3208","jinhoudai5","河南","jhd5","2015-12-22 00:00:00","0","5104","今后贷","2016-02","2016-02-19 00:00:00","5000","0","0","停业"
"3209","mozhuxuandianzi","山东","mzxdz","2015-07-11 00:00:00","0","2714","墨竹轩电子","2016-02","2016-02-19 00:00:00","1000","0","0","跑路"
"3210","jincaitong","四川","jct1","2016-01-01 00:00:00","0","4091","金财通","2016-02","2016-02-19 00:00:00","1000","0","0","跑路"
"3211","yinlifang2","上海","ylf2","2015-10-10 00:00:00","0","5306","银立方","2016-02","2016-02-18 00:00:00","5000","0","0","停业"
"3212","tourongzu","浙江","trz","2015-10-16 00:00:00","0","4999","投融租","2016-02","2016-02-18 00:00:00","3000","0","1","提现困难"
"3213","dongjiaocaifu","江苏","djcf1","2015-09-08 00:00:00","0","3121","东郊财富","2016-02","2016-02-17 00:00:00","6200","0","0","停业"
"3214","huizhongcaifu","山东","hzcf2","2015-10-10 00:00:00","0","4085","慧众财富","2016-02","2016-02-17 00:00:00","3000","0","0","停业"
"3215","zanqutou","广东","zqt","2015-11-27 00:00:00","0","4093","咱去投","2016-02","2016-02-17 00:00:00","1000","0","0","跑路"
"3216","caidahu","广东","cdh1","2015-06-01 00:00:00","0","2772","财大户","2016-02","2016-02-16 00:00:00","1000","0","0","停业"
"3217","youyujinfu","北京","yyjf9","2015-12-28 00:00:00","0","3927","有鱼金服","2016-02","2016-02-16 00:00:00","5000","0","0","停业"
"3218","huikadai","广东","hkd","2013-09-01 00:00:00","0","3765","惠卡贷","2016-02","2016-02-16 00:00:00","50000","0","0","提现困难"
"3219","touniuwang","北京","tnw","2014-12-25 00:00:00","0","1415","投牛网","2016-02","2016-02-16 00:00:00","1050","0","0","跑路"
"3220","zonghengtouzi","安徽","zhtz","2015-11-12 00:00:00","0","4081","纵横投资","2016-02","2016-02-16 00:00:00","1000","0","0","跑路"
"3221","chuangjincaifu","浙江","cjcf2","2015-11-06 00:00:00","0","4082","创金财富","2016-02","2016-02-16 00:00:00","15000","0","0","跑路"
"3222","yishengcaifu","河北","yscf3","2015-11-02 00:00:00","0","4083","益盛财富","2016-02","2016-02-16 00:00:00","1000","0","0","跑路"
"3223","lanrencaifu","浙江","lrcf","2014-11-18 00:00:00","0","1073","懒人财富","2016-02","2016-02-15 00:00:00","5000","0","0","停业"
"3224","huidehang","上海","hdh","2014-11-01 00:00:00","0","1273","汇德行","2016-02","2016-02-15 00:00:00","10000","0","0","停业"
"3225","chengxinyitong","安徽","cxyt","2015-05-08 00:00:00","0","1986","诚鑫易通","2016-02","2016-02-15 00:00:00","9888","0","0","停业"
"3226","lanchouhui","河北","lch","2015-07-15 00:00:00","0","2577","蓝筹汇","2016-02","2016-02-15 00:00:00","1000","0","0","停业"
"3227","yinlianrongtou","河北","ylrt","2015-04-15 00:00:00","0","3191","银联融投","2016-02","2016-02-15 00:00:00","0","0","1","停业"
"3228","lianyungangedai","江苏","lyged","2015-09-14 00:00:00","0","4046","连云港e贷","2016-02","2016-02-15 00:00:00","6000","0","0","停业"
"3229","baoduoduo","河北","bdd1","2015-12-15 00:00:00","0","4058","宝多多","2016-02","2016-02-15 00:00:00","5000","0","0","停业"
"3230","zhonghuijinrong","山东","zhjr1","2015-08-18 00:00:00","0","4059","中汇金融","2016-02","2016-02-15 00:00:00","5000","0","0","停业"
"3231","huarendai","浙江","hrd4","2015-10-09 00:00:00","0","4070","华人贷","2016-02","2016-02-15 00:00:00","1200","0","0","停业"
"3232","yihaotouzi","广东","yhtz2","2015-07-16 00:00:00","0","4089","壹号金融","2016-02","2016-02-15 00:00:00","5000","0","0","停业"
"3233","","安徽","","2016-01-12 00:00:00","0","6117","汇城贷","2016-02","2016-02-15 00:00:00","5000","0","1","停业"
