"id","amount","avgBidMoney","avgBorrowMoney","background","bidderNum","borrowerNum","currentLeverageAmount","dataStatus","developZhishu","incomeRate","loanPeriod","netInflowOfThirty","newbackground","onlineTime","platId","platName","regCapital","status","stayStillOfNextSixty","stayStillOfTotal","timeOperation","top10DueInProportion","top10StayStillProportion","totalLoanNum","wdzjPlatId","weightedAmout","month"
"1479","847.43","1.59","5.40","","534","157","0.98","0","0.0","12.94","6.71","29.15","民营系","2017-07-01","2401","金福财富","5800","0","1474.28","5690.28","22","4.57","5.91","159","2401","","2017-03"
"1480","840.60","8.67","5.25","","97","160","7.03","0","0.0","19.45","10.08","65.11","民营系","2017-07-01","852","知财网","500","0","1039.15","3515.09","33","60.24","10.52","203","852","","2017-03"
"1481","815.60","6.09","30.21","民营系","134","27","0.76","0","0.0","9.76","5.28","11.60","民营系","2017-07-01","2192","你好贷","5000","0","1596.42","3790.81","24","27.40","38.22","42","2192","","2017-03"
"1482","807.00","24.45","53.80","民营系","33","15","2.44","0","0.0","16.20","1.45","-33.77","民营系","2017-07-01","pandadai","熊猫贷","1000","0","1337.97","2436.57","33","86.41","96.34","71","688","","2017-03"
"1483","799.80","10.00","799.80","民营系","80","1","0.44","0","0.0","14.00","0.49","48.32","民营系","2017-07-01","iyxth","亿信天合","1000","0","0.0","436.8","32","75.49","100.00","120","1332","","2017-03"
"1484","796.10","4.04","3.49","民营系","197","228","0.39","0","0.0","17.67","5.56","18.22","民营系","2017-07-01","4324","前沿财富","10000","0","1281.25","3875.46","18","37.52","4.97","228","4324","","2017-03"
"1485","778.00","2.73","27.79","民营系","285","28","0.80","0","0.0","16.22","2.39","0.00","民营系","2017-07-01","szytou","益投网贷","2200","0","1242.9","1764.98","39","43.25","45.01","103","434","","2017-03"
"1486","770.00","14.00","96.25","","55","8","0.00","0","","9.75","5.39","0.00","","","3513","就爱金融网","0","0","","","0","0.00","0.00","9","0","","2017-03"
"1487","759.45","12.25","5.06","","62","150","0.61","0","0.0","11.49","2.49","0.00","","2017-07-01","chuangdai","创贷网","1100","0","618.03","668.84","45","48.57","19.19","180","4020","","2017-03"
"1488","755.21","0.91","12.18","","833","62","0.00","0","","7.96","2.11","0.00","","","2918","广群金融","0","0","","","0","0.00","0.00","70","0","","2017-03"
"1489","754.50","1.92","12.17","","393","62","0.29","0","0.0","13.31","1.81","26.00","民营系","2017-07-01","2565","鼎诚创投","5000","0","1124.6","1463.85","28","49.17","20.82","110","2565","","2017-03"
"1490","745.40","6.01","124.23","民营系","124","6","0.29","1","0.0","14.16","1.21","8.59","民营系","2017-07-01","rongzj","融之家","3000","0","855.61","864.66","27","50.36","99.94","73","1542","","2017-03"
"1491","739.30","10.87","123.22","","68","6","2.35","0","0.0","11.97","3.52","15.14","民营系","2017-07-01","lijuren","利巨人","1000","0","1399.18","2346.68","29","76.18","95.87","14","962","","2017-03"
"1492","710.00","5.50","18.68","民营系","129","38","1.57","0","0.0","14.67","2.20","0.00","民营系","2017-07-01","1746","飞特金融","1000","0","1020.3","1567.97","26","57.54","55.56","63","1746","","2017-03"
"1493","708.80","2.46","30.82","","288","23","0.31","0","0.0","9.77","2.65","20.34","民营系","2017-07-01","jingdudai","京都贷","5000","0","731.81","1531.33","29","48.39","90.36","60","1915","","2017-03"
"1494","707.00","1.91","47.13","","370","15","0.56","0","0.0","9.19","3.51","-17.69","","2017-07-01","2455","拓天速贷","5000","0","2067.42","2819.64","21","26.86","51.00","15","2455","","2017-03"
"1495","701.00","2.29","3.28","民营系","306","214","0.79","0","0.0","15.07","1.00","18.81","民营系","2017-07-01","ishangdai","爱上贷","1000","0","731.85","789.97","28","42.46","17.94","221","1135","","2017-03"
"1496","684.00","5.61","31.09","民营系","122","22","0.29","0","0.0","15.10","1.16","15.85","民营系","2017-07-01","rongshangd","融商贷","3000","0","827.97","883.28","24","45.94","67.32","56","1721","","2017-03"
"1497","671.59","2.53","111.93","","265","6","0.00","0","","15.58","1.03","0.00","","","mifengcaifu","蜜蜂财富","0","0","","","0","0.00","0.00","70","0","","2017-03"
"1498","670.00","6.20","111.67","","108","6","0.00","0","","22.40","1.00","0.00","","","hxdai","宏信创投","0","0","","","0","0.00","0.00","23","0","","2017-03"
"1499","645.00","9.49","43.00","民营系","68","15","0.72","0","0.0","12.49","3.00","-4.85","民营系","2017-07-01","yiqiandai","亿钱贷","2000","0","784.98","1436.8","29","52.92","51.86","35","941","","2017-03"
"1500","640.00","4.85","37.65","","132","17","0.30","0","0.0","11.12","4.49","-0.28","国资系","2017-07-01","rongxin365","融信网","10000","0","1314.84","2959.7","49","26.69","34.86","25","125","","2017-03"
"1501","635.00","6.48","317.50","民营系","98","2","0.24","0","0.0","12.78","3.69","-23.48","民营系","2017-07-01","wuyuedai","五岳贷","10000","0","1308.34","2442.68","27","38.31","100.00","28","1650","","2017-03"
"1502","623.35","4.05","6.85","民营系","154","91","2.15","0","0.0","14.10","15.67","9.52","民营系","2017-07-01","letoudai","乐投贷","1000","0","234.66","2154.83","42","0.00","0.00","91","506","","2017-03"
"1503","582.00","3.80","194.00","民营系","153","3","0.66","0","0.0","12.49","3.44","0.00","民营系","2017-07-01","wdjr999","皖都金融","3430","0","1000.74","2271.92","44","42.15","100.00","45","250","","2017-03"
"1504","569.99","2.01","569.99","民营系","284","1","0.51","0","0.0","9.70","1.98","0.00","民营系","2017-07-01","1330","优聚投","2000","0","666.76","1029.79","27","41.41","100.00","44","1330","","2017-03"
"1505","564.10","0.98","43.39","民营系","573","13","1.20","0","0.0","15.05","2.40","-1.75","民营系","2017-07-01","liju123com","利聚网","1000","0","603.1","1198.61","28","10.34","56.05","40","1450","","2017-03"
"1506","543.10","2.44","15.09","民营系","223","36","0.31","0","0.0","12.88","5.79","5.05","民营系","2017-07-01","zlcf","众联财富","2000","0","440.14","625.43","27","45.59","64.47","48","1333","","2017-03"
"1507","530.20","4.78","40.78","民营系","111","13","0.40","0","0.0","12.93","3.28","7.46","民营系","2017-07-01","4328","私房投","2018","0","352.58","802.61","24","0.00","0.00","56","4328","","2017-03"
"1508","529.65","1.71","10.59","","309","50","0.71","0","0.0","13.67","6.92","13.09","民营系","2017-07-01","4065","海星宝理财","3200","0","874.33","2284.93","26","12.07","18.67","51","4065","","2017-03"
"1509","522.00","14.50","522.00","民营系","36","1","0.36","0","0.0","11.26","2.69","3.02","民营系","2017-07-01","huicaidai","汇财贷","10000","0","1453.09","3641.02","35","74.78","100.00","36","1870","","2017-03"
"1510","503.00","4.30","26.47","民营系","117","19","1.40","0","0.0","10.74","4.70","-13.08","民营系","2017-07-01","2957","锐盈财富","3000","0","2285.72","4189.22","26","32.97","44.40","19","2957","","2017-03"
"1511","480.00","6.86","48.00","","70","10","1.26","0","0.0","19.40","2.06","10.09","","2017-07-01","esafedai","爱蚂蚁","1000","0","1016.6","1261.67","25","54.57","97.40","26","3742","","2017-03"
"1512","470.00","2.29","47.00","民营系","205","10","0.16","0","0.0","12.55","3.55","10.17","民营系","2017-07-01","qsp2p","黔商贷","10000","0","796.96","1633.7","24","22.73","55.34","47","1828","","2017-03"
"1513","468.17","16.72","42.56","民营系","28","11","2.28","0","0.0","10.46","7.06","0.23","民营系","2017-07-01","matoue","码头益","1000","0","705.15","2282.66","36","81.63","53.30","46","504","","2017-03"
"1514","452.60","0.28","20.57","民营系","1628","22","0.51","0","0.0","10.54","2.44","47.09","民营系","2017-07-01","spintu","种子拼图","3000","0","798.62","1524.35","24","40.05","89.69","137","2102","","2017-03"
"1515","441.98","4.80","63.14","民营系","92","7","0.93","0","0.0","11.57","2.22","12.01","民营系","2017-07-01","2516","搜搜金融网","1000","0","653.86","930.41","32","56.64","100.00","36","2516","","2017-03"
"1516","435.00","5.06","435.00","","86","1","0.14","0","0.0","11.16","1.51","20.60","","2017-07-01","4439","深创金服","5000","0","605.23","716.53","10","38.78","100.00","23","4439","","2017-03"
"1517","410.00","3.63","136.67","民营系","113","3","0.61","0","0.0","14.27","3.26","-20.44","民营系","2017-07-01","51wanli","万利金融","3000","0","1285.82","1839.89","29","36.43","100.00","98","1167","","2017-03"
"1518","407.85","1.94","8.32","","210","49","0.19","0","0.0","15.64","3.26","7.95","民营系","2017-07-01","3331","甬e贷","5000","0","495.6","957.41","17","34.69","45.37","121","3331","","2017-03"
"1519","403.67","12.61","403.67","民营系","32","1","0.48","0","0.0","13.21","1.09","1.52","民营系","2017-07-01","jinchedai","捷创贷","1000","0","434.45","477.74","30","82.97","100.00","76","1722","","2017-03"
"1520","392.50","7.85","392.50","民营系","50","1","0.52","0","0.0","13.30","2.68","2.07","民营系","2017-07-01","touchu","投储在线","5000","0","675.0","2599.13","38","44.31","100.00","33","410","","2017-03"
"1521","383.10","8.51","7.98","民营系","45","48","14.88","0","0.0","8.44","3.26","-3.66","风投系","2017-07-01","fangjs","房金所","2000","0","4638.7","29757.88","32","34.34","96.93","138","985","","2017-03"
"1522","381.00","5.69","42.33","","67","9","0.00","0","","13.31","3.28","0.00","","","ruyicf","如意财富","0","0","","","0","0.00","0.00","37","0","","2017-03"
"1523","367.50","6.23","12.67","民营系","59","29","0.51","0","0.0","9.92","1.15","-1.52","民营系","2017-07-01","qingyujf","青鱼金融","1000","0","415.67","511.66","9","61.08","45.18","39","3038","","2017-03"
"1524","363.70","2.58","2.56","","141","142","0.39","0","0.0","11.92","17.58","9.55","民营系","2017-07-01","zkp2p","众可贷","5000","0","262.6","1961.44","28","52.20","7.06","555","1297","","2017-03"
"1525","346.00","5.41","18.21","民营系","64","19","0.67","0","0.0","10.56","9.66","41.54","民营系","2017-07-01","ningandai","宁安贷","5000","0","661.02","3345.51","36","17.48","24.09","22","558","","2017-03"
"1526","335.69","5.89","167.85","上市公司系","57","2","1.46","0","0.0","8.84","5.06","54.47","上市系","2017-07-01","longlongweb","隆隆网","1250","0","589.85","1820.76","31","42.30","100.00","39","964","","2017-03"
"1527","310.00","2.37","310.00","","131","1","0.00","0","","19.16","5.35","0.00","","","mmdai168","满满贷","0","0","","","0","0.00","0.00","21","0","","2017-03"
"1528","307.50","5.39","307.50","","57","1","0.00","0","","13.36","1.90","0.00","","","4548","钱来也","0","0","","","0","0.00","0.00","30","0","","2017-03"
"1529","306.10","3.12","17.01","","98","18","0.41","0","0.0","7.92","2.04","-0.15","民营系","2017-07-01","609","爱鸿森","7000","0","2389.92","2859.08","34","40.08","37.10","55","609","","2017-03"
"1530","302.10","3.25","6.87","民营系","93","44","0.80","0","0.0","11.25","1.64","4.68","民营系","2017-07-01","zjcdw","浙江车贷网","500","0","304.74","401.92","38","49.65","38.40","47","580","","2017-03"
"1531","293.31","10.86","32.59","民营系","27","9","0.03","0","0.0","18.00","1.73","8.92","民营系","2017-07-01","zgrxd","中国融信贷","10000","0","238.76","317.69","33","88.51","99.78","119","652","","2017-03"
"1532","210.00","7.78","52.50","","27","4","0.25","0","0.0","9.76","4.39","10.08","民营系","2017-07-01","rtbtz","荣通宝投资","5000","0","621.83","1241.04","15","78.91","97.01","12","4531","","2017-03"
"1533","203.00","3.76","5.80","民营系","54","35","0.83","0","0.0","8.83","8.38","1.78","民营系","2017-07-01","jinguidai","金柜贷","2000","0","508.9","1668.35","30","44.57","38.26","44","1448","","2017-03"
"1534","190.00","2.53","8.64","民营系","75","22","0.04","0","0.0","12.00","1.00","0.00","民营系","2017-07-01","chengtiancaifu","诚天财富","5000","0","178.77","178.77","17","79.72","81.36","23","3222","","2017-03"
"1535","188.00","3.76","31.33","民营系","50","6","0.09","0","0.0","13.22","2.22","0.00","民营系","2017-07-01","chanrongdai","产融贷","5000","0","337.39","433.5","26","67.27","97.61","33","1428","","2017-03"
"1536","166.00","2.96","18.44","","56","9","0.02","0","0.0","13.00","1.00","7.08","","2017-07-01","5546","海鸥金服","5000","0","167.8","167.8","5","58.19","100.00","23","5546","","2017-03"
"1537","163.60","1.37","23.37","民营系","119","7","0.06","0","0.0","8.22","1.78","-0.58","民营系","2017-07-01","jrp2p","聚融在线","10000","0","341.95","558.74","47","39.58","81.68","18","1664","","2017-03"
"1538","160.00","1.63","13.33","","98","12","0.17","0","0.0","17.81","3.28","0.00","民营系","2017-07-01","3946","异享金融","3001","0","170.41","505.53","20","48.37","56.83","12","3946","","2017-03"
"1539","157.00","9.24","9.24","","17","17","0.18","0","0.0","10.33","5.04","0.00","","2017-07-01","6297","贴身贷","3000","0","211.9","543.65","13","84.92","50.49","24","6297","","2017-03"
"1540","152.08","3.62","21.73","民营系","42","7","0.47","0","0.0","16.46","2.30","1.81","民营系","2017-07-01","zbshengqicaifu","盛齐财富","2000","0","465.94","942.65","24","70.03","64.28","96","4031","","2017-03"
"1541","135.27","3.15","45.09","","43","3","0.00","0","","15.05","2.08","0.00","","","pingpingdai","平平贷","0","0","","","0","0.00","0.00","72","0","","2017-03"
"1542","125.00","7.81","6.25","","16","20","0.00","0","","12.11","3.32","0.00","","","qitengcaifu","启腾财富","0","0","","","0","0.00","0.00","27","0","","2017-03"
"1543","103.00","2.02","12.88","民营系","51","8","0.02","0","0.0","14.74","2.48","3.11","民营系","2017-07-01","1491","178网贷","10000","0","160.12","238.97","26","40.31","83.23","28","1491","","2017-03"
"1544","99.25","49.63","24.81","","2","4","0.00","0","","9.18","1.11","0.00","","","2675","票据贷","0","0","","","0","0.00","0.00","10","0","","2017-03"
"1545","55.00","6.11","27.50","","9","2","0.00","0","","11.64","4.64","0.00","","","2852","恒昇贷","0","0","","","0","0.00","0.00","2","0","","2017-03"
"1546","42.66","0.64","1.25","上市公司系","67","34","1.07","0","0.0","14.49","5.93","-12.88","上市系","2017-07-01","xintongdai","信通袋","1424","0","791.75","1518.83","32","93.53","19.68","326","759","","2017-03"
"1547","30.76","0.73","2.56","民营系","42","12","0.56","0","0.0","15.00","11.00","-0.05","民营系","2017-07-01","4014","银象网","1000","0","35.55","559.66","16","15.01","23.85","12","4014","","2017-03"
"1548","25.00","3.57","25.00","","7","1","0.00","0","","12.00","2.00","0.00","","","keledai","可乐贷","0","0","","","0","0.00","0.00","5","0","","2017-03"
"1549","1.02","0.51","0.51","","2","2","0.00","0","","9.09","2.01","0.00","","","chujinsuo","楚金所","0","0","","","0","0.00","0.00","2","0","","2017-03"
"1550","0.00","0.00","0.00","","0","0","0.00","0","","0.00","0.00","0.00","","","subangloan","财加","0","0","","","0","0.00","0.00","0","0","","2017-03"
"1551","1003341.96","26.02","704.10","","38565","1425","73.49","0","33.0","7.33","0.77","2741.00","上市系","2017-07-01","xinhehui","鑫合汇","5651","0","41696.13","415288.17","41","9.86","86.90","88997","505","","2017-04"
"1552","864584.40","9.22","55.74","","93747","15510","285.06","0","59.0","7.81","1.41","13954.02","民营系","2017-07-01","my089","红岭创投","6000","0","796440.41","1710382.42","98","2.00","12.48","313755","60","","2017-04"
"1553","801801.23","5.99","8.06","","133909","99529","124.39","0","5.0","7.66","2.66","3187.40","上市系","2017-07-01","wd5","微贷网","12195","0","894355.83","1516984.4","70","3.59","0.59","105410","38","","2017-04"
"1554","755226.83","8.72","7.59","","86584","99538","1268.68","1","2.0","7.97","31.27","334.26","银行系","2017-07-01","lufax","陆金服","10000","0","1006522.56","12686843.0","64","4.31","0.01","99538","59","","2017-04"
"1555","518964.82","9.56","1.41","","54310","367303","451.51","0","24.0","7.03","7.25","-2148.26","风投系","2017-07-01","1309","小赢理财","6510","0","232491.01","1778044.96","33","36.59","2.86","441744","1309","","2017-04"
"1556","449848.33","8.63","0.29","民营系","52099","1532204","198.35","0","4.0","17.25","11.27","10961.21","风投系","2017-07-01","ppdai","拍拍贷","10000","0","554017.66","1983486.08","120","19.51","0.06","1981891","52","","2017-04"
"1557","397861.88","3.15","33.67","民营系","126125","11815","119.49","0","17.0","9.63","2.78","2607.11","风投系","2017-07-01","tuandai","团贷网","10293","0","265604.21","1229905.52","58","1.42","3.19","95044","91","","2017-04"
"1558","326036.29","0.00","1.15","民营系","0","282350","84.69","0","6.0","11.15","30.27","2299.15","风投系","2017-07-01","iqianjin","爱钱进","20000","0","136585.82","1693887.08","36","5.31","0.02","5417436","689","","2017-04"
"1559","292287.72","3.45","25.45","民营系","84665","11483","104.73","0","0.0","9.32","5.95","3539.41","民营系","2017-07-01","xiaoniu88","小牛在线","10300","0","291200.27","1078680.31","47","0.97","0.45","11542","223","","2017-04"
"1560","271319.66","0.99","0.41","","274955","664357","194.70","0","14.0","6.46","7.83","1555.72","上市系","2017-07-01","4891","51人品","5000","0","168971.59","973485.41","24","0.57","0.05","880615","4891","","2017-04"
"1561","253500.07","13.23","64.82","民营系","19158","3911","32.22","0","22.0","10.01","3.57","-433.69","风投系","2017-07-01","edai","宜贷网","10000","0","46970.61","322233.47","40","5.45","2.05","217332","942","","2017-04"
"1562","230342.14","10.36","4188.04","","22240","55","8.86","0","43.0","7.32","6.45","-3547.16","上市系","2017-07-01","2750","聚宝匯","315804","0","348656.34","2799481.21","33","1.79","67.90","1033","2750","","2017-04"
"1563","227581.71","2.17","2.04","民营系","104823","111680","257.55","0","9.0","10.22","22.76","-2676.62","风投系","2017-07-01","yooli","有利网","5000","0","189493.79","1287730.71","50","0.67","0.12","1905156","142","","2017-04"
"1564","219218.32","2.85","249.40","民营系","76854","879","258.77","0","0.0","6.24","5.98","867.04","风投系","2017-07-01","827","懒财网","5000","0","380120.47","1293825.5","36","0.36","8.68","879","827","","2017-04"
"1565","213937.42","0.93","5.95","上市公司系","230493","35970","1055.03","0","1.0","11.55","30.65","-3811.84","上市系","2017-07-01","yirendai","宜人贷","3000","0","274750.0","3165080.79","58","0.80","0.02","35972","85","","2017-04"
"1566","209908.87","1.60","0.57","","131076","370786","169.33","0","21.0","10.92","18.39","-2272.39","民营系","2017-07-01","niwodai","你我贷","10000","0","256409.42","1693257.16","71","7.91","0.67","1528615","40","","2017-04"
"1567","190173.03","4.51","0.78","","42156","244198","59.53","0","12.0","8.59","20.69","-947.51","国资系","2017-07-01","1152","麻袋理财","11000","0","103726.5","654789.52","29","4.63","0.07","2444935","1152","","2017-04"
"1568","188319.85","15693.32","0.77","民营系","12","244414","65.71","0","7.0","8.59","13.62","-2185.39","风投系","2017-07-01","dianrong","点融网","20000","0","270135.26","1314252.22","50","99.26","0.73","256844","129","","2017-04"
"1569","184131.48","4.56","92.86","","40410","1983","0.00","0","","6.37","8.33","0.00","","","2857","凤凰金融","0","0","","","0","0.00","0.00","8732","0","","2017-04"
"1570","163526.24","5.20","270.29","民营系","31425","605","33.07","0","36.0","10.09","2.15","-473.74","民营系","2017-07-01","xiangshang360","向上金服","10000","0","10424.21","330740.41","45","2.45","10.03","1533","365","","2017-04"
"1571","161962.27","2.63","4.29","","61598","37733","10.35","0","20.0","6.06","2.98","3946.03","国资系","2017-07-01","1493","民贷天下","20000","0","53860.87","206968.21","28","7.37","57.99","40858","1493","","2017-04"
"1572","150424.50","9.10","21.55","","16536","6980","76.34","0","78.0","9.56","8.85","-2777.94","民营系","2017-07-01","jinxin99","金信网","10000","0","273328.81","763396.9","40","1.59","1.97","7171","508","","2017-04"
"1573","148507.05","29.03","75.19","国资系","5115","1975","14.38","0","26.0","4.76","1.57","2206.03","国资系","2017-07-01","eastlending","东方汇","20000","0","54075.55","287651.7","34","18.46","12.30","1975","2001","","2017-04"
"1574","140499.86","3.05","0.10","民营系","46050","1395282","23.23","0","11.0","7.93","6.13","1822.25","风投系","2017-07-01","jimubox","积木盒子","20000","0","114173.35","464671.78","45","3.65","4.58","1395286","268","","2017-04"
"1575","135134.83","4.66","6.41","","29005","21073","70.28","0","0.0","9.20","8.28","2229.97","民营系","2017-07-01","360taihe","泰然金融","20000","0","88738.88","351405.04","32","4.82","27.84","54709","1077","","2017-04"
"1576","132348.15","3.05","401.06","","43431","330","45.78","0","54.0","10.43","4.05","4711.11","国资系","2017-07-01","wsloan","温商贷","10000","0","182273.97","457818.32","49","1.99","4.78","2090","211","","2017-04"
"1577","130725.09","4.27","277.55","","30586","471","61.84","0","0.0","5.08","0.85","-645.20","民营系","2017-07-01","2120","福银票号","3000","0","691963.51","185513.58","29","14.28","33.48","552","2120","","2017-04"
"1578","130645.48","4.28","189.62","","30510","689","293.49","0","13.0","8.15","5.20","-1606.91","上市系","2017-07-01","eloancn","翼龙贷","10000","0","444136.23","2934948.65","74","2.51","0.49","690","144","","2017-04"
"1579","128325.04","1.48","8.81","","86946","14559","93.10","0","10.0","8.71","8.36","-1410.26","上市系","2017-07-01","rxdai","投哪网","10000","0","286939.86","931013.69","60","14.43","0.22","15102","96","","2017-04"
"1580","125059.16","0.93","0.49","民营系","134417","254853","55.60","0","16.0","9.02","6.81","-2865.99","风投系","2017-07-01","ppmoney","PPmoney","15000","0","249194.49","834030.36","53","0.59","1.35","264877","498","","2017-04"
"1581","118242.04","3.01","0.29","","39302","402337","83.31","0","23.0","8.05","2.99","-1126.88","上市系","2017-07-01","koudailc","口袋理财","5000","0","100421.87","416525.99","28","1.60","6.19","487572","3642","","2017-04"
"1582","118173.23","3.10","35.59","民营系","38150","3320","93.31","0","89.0","11.81","15.45","-765.96","风投系","2017-07-01","itouzi","爱投资","10000","0","182424.81","933135.24","49","1.52","84.62","14999","169","","2017-04"
"1583","112458.29","33.05","3627.69","","3403","31","357.59","0","0.0","5.21","8.53","-355.48","国资系","2017-07-01","jinpiaotong","金票通","3000","0","177498.53","1072757.63","31","91.55","18.71","419","1030","","2017-04"
"1584","109486.75","20.96","113.81","","5223","962","10.29","0","53.0","6.36","5.37","-1334.63","上市系","2017-07-01","penging","鹏金所","74749","0","192040.57","769488.49","29","61.27","17.60","2050","1195","","2017-04"
"1585","101477.10","39.52","307.51","民营系","2568","330","11.61","0","92.0","11.60","0.67","501.55","民营系","2017-07-01","2339","十六铺金融","6000","0","0.0","69689.56","23","98.00","100.00","354","2339","","2017-04"
"1586","97991.89","6.26","10.69","民营系","15650","9168","187.61","0","0.0","8.36","9.00","-4614.88","民营系","2017-07-01","512","信和大金融","5000","0","284590.43","938034.15","36","2.65","2.40","9168","512","","2017-04"
"1587","96757.07","21.74","7.96","民营系","4451","12163","140.43","1","0.0","12.28","32.20","-2627.24","民营系","2017-07-01","1503","恒易融","10000","0","150790.02","1404250.57","30","0.79","0.02","12163","1503","","2017-04"
"1588","93729.30","16.61","72.10","民营系","5644","1300","5.92","0","0.0","9.88","14.65","1584.22","民营系","2017-07-01","financeofchina","财富中国","86000","0","85357.0","508972.34","35","1.63","1.95","6156","640","","2017-04"
"1589","92232.80","2.00","7.46","民营系","46212","12367","152.24","0","3.0","10.18","34.89","-1392.94","风投系","2017-07-01","renrendai","人人贷","10000","0","137658.32","1522387.92","79","4.99","0.04","12368","57","","2017-04"
"1590","87392.91","8.17","312.12","民营系","10700","280","242.35","0","49.0","7.51","1.79","-2125.50","民营系","2017-07-01","91wangcai","91旺财","634","0","17188.81","153650.12","37","16.68","36.67","1004","537","","2017-04"
"1591","83486.00","14.27","159.93","国资系","5850","522","20.77","0","61.0","8.56","3.89","-2671.37","国资系","2017-07-01","4005","首金网","10000","0","26372.69","207743.94","16","8.18","57.21","698","4005","","2017-04"
"1592","83125.94","9.78","45.82","民营系","8500","1814","152.06","0","85.0","9.28","1.94","-149.10","风投系","2017-07-01","iqianbang","爱钱帮","1217","0","123089.04","185052.59","37","41.68","13.83","2653","610","","2017-04"
"1593","82705.57","8.68","0.00","民营系","9532","9489","17.14","0","42.0","11.97","9.82","877.25","民营系","2017-07-01","xyb100","信用宝","6875","0","23162.41","117814.22","48","6.29","56.73","49422","307","","2017-04"
"1594","79835.46","13.41","867.78","国资系","5952","92","356.59","0","91.0","8.05","5.47","-1348.41","国资系","2017-07-01","imzhongxin","众信金融","1000","0","147946.3","356594.24","34","27.43","77.59","316","854","","2017-04"
"1595","77567.55","10.41","337.25","民营系","7452","230","20.14","1","0.0","9.09","1.24","140.17","民营系","2017-07-01","qian88","钱爸爸","5000","0","27123.8","100696.23","48","7.00","15.03","23768","216","","2017-04"
"1596","75295.00","2.80","1447.98","","26862","52","17.55","0","65.0","10.00","2.73","1537.25","民营系","2017-07-01","jinlianchu","金联储","10000","0","91934.86","175477.28","32","3.87","22.79","888","809","","2017-04"
"1597","73235.29","7.91","112.67","","9260","650","17.81","0","50.0","8.50","2.24","1266.84","国资系","2017-07-01","bjdp2p","博金贷","6480","0","31295.77","115437.79","31","10.29","40.15","2419","1190","","2017-04"
"1598","70730.10","2.64","408.84","","26757","173","28.39","0","0.0","12.15","4.98","405.21","民营系","2017-07-01","127","易通贷","10000","0","97704.07","283938.62","50","3.31","6.20","3708","127","","2017-04"
"1599","70600.58","4.01","19.18","民营系","17609","3681","81.91","0","86.0","11.71","7.96","117.09","民营系","2017-07-01","rongjinsuo","融金所","3000","0","85665.23","245718.42","48","4.84","7.91","3906","184","","2017-04"
"1600","69410.00","2.35","3470.50","","29539","20","88.89","0","0.0","12.77","4.32","2663.84","民营系","2017-07-01","rong2014","小微金融","20000","0","87204.28","177778.97","34","9.06","34.07","1517","933","","2017-04"
"1601","66632.20","84.88","362.13","","785","184","53.21","0","15.0","6.46","9.77","-1847.38","银行系","2017-07-01","gkkxd","开鑫贷","14024","0","158030.24","746208.44","52","5.37","68.62","468","116","","2017-04"
"1602","66080.72","89.54","126.35","上市公司系","738","523","80.50","0","0.0","10.41","1.78","-922.10","上市系","2017-07-01","haodaibao","好贷宝","2222","0","157777.23","178875.57","42","67.44","68.72","4301","3756","","2017-04"
"1603","65696.00","2.37","234.63","民营系","27763","280","36.49","0","70.0","9.13","3.57","-1083.89","风投系","2017-07-01","wanglibao","网利宝","5000","0","48789.75","182447.16","32","9.20","27.52","826","868","","2017-04"
"1604","65461.85","44.17","351.95","民营系","1482","186","9.20","0","0.0","8.00","0.33","1839.47","民营系","2017-07-01","3122","浙财理财","3000","0","53.19","27595.38","25","32.43","67.05","187","3122","","2017-04"
"1605","62037.50","5.57","319.78","","11129","194","44.80","0","94.0","9.81","3.91","287.57","民营系","2017-07-01","huiyingdai","汇盈金服","5000","0","98816.04","223999.94","40","5.45","6.67","830","611","","2017-04"
"1606","61665.00","89.50","61665.00","民营系","689","1","37.92","0","0.0","11.94","6.19","318.67","民营系","2017-07-01","winwindai","共信赢","10000","0","93488.44","379225.32","38","35.14","100.00","268","461","","2017-04"
"1607","60896.84","3.74","334.60","","16274","182","2.11","0","96.0","8.56","6.05","895.36","民营系","2017-07-01","5262","华人金融","100000","0","77071.89","210681.61","27","2.28","66.35","694","1437","","2017-04"
"1608","60547.93","3.28","35.04","","18439","1728","26.75","0","76.0","10.33","6.41","1332.80","上市系","2017-07-01","frbao","付融宝","11000","0","93411.42","294274.99","41","3.86","18.07","4091","460","","2017-04"
"1609","59597.39","18.86","12.52","","3160","4762","63.45","0","0.0","8.53","27.84","-991.75","","2017-07-01","3347","钜宝盆","10000","0","44488.04","634501.79","24","10.30","7.47","4762","3347","","2017-04"
"1610","57567.52","4.28","123.54","","13437","466","10.36","0","93.0","11.89","4.87","1083.43","民营系","2017-07-01","heshidai","合时代","20000","0","68251.9","207214.95","42","0.00","0.00","2894","339","","2017-04"
"1611","57173.26","7.70","62.01","","7429","922","5.96","0","0.0","12.46","1.05","321.66","国资系","2017-07-01","xiaozhu58","小猪理财","10000","0","30654.33","59576.64","26","7.64","3.30","3025","2674","","2017-04"
"1612","57067.30","0.91","21.57","","62662","2646","57.83","0","27.0","9.00","34.86","-0.95","上市系","2017-07-01","2005","友金所","6000","0","24491.68","346951.93","30","25.97","45.46","2647","2005","","2017-04"
"1613","53250.07","1.83","7.11","","29134","7487","55.34","0","19.0","9.81","10.80","1289.38","民营系","2017-07-01","renrenmoney","人人聚财","5377","0","116512.75","297567.86","66","6.83","0.29","8202","93","","2017-04"
