"id","amount","avgBidMoney","avgBorrowMoney","background","bidderNum","borrowerNum","currentLeverageAmount","dataStatus","developZhishu","incomeRate","loanPeriod","netInflowOfThirty","newbackground","onlineTime","platId","platName","regCapital","status","stayStillOfNextSixty","stayStillOfTotal","timeOperation","top10DueInProportion","top10StayStillProportion","totalLoanNum","wdzjPlatId","weightedAmout","month"
"1614","52500.00","6.68","5833.33","民营系","7864","9","21.15","0","0.0","13.20","6.00","1003.30","风投系","2017-07-01","jiedai","钱多多","11000","0","62461.82","232618.51","44","5.86","75.52","105","467","","2017-04"
"1615","51427.99","4.38","1607.12","","11739","32","23.60","0","56.0","10.46","7.84","298.47","风投系","2017-07-01","licaifan","理财范","12567","0","45118.68","296624.64","37","2.98","53.58","832","500","","2017-04"
"1616","51294.35","3.47","72.35","","14796","709","65.97","0","77.0","7.23","4.74","-635.54","国资系","2017-07-01","jinyinmao","金银猫","3000","0","71626.86","197896.48","41","3.92","37.82","1001","440","","2017-04"
"1617","50410.83","1.84","20.20","","27325","2496","23.51","0","63.0","8.59","6.02","-516.59","","2017-07-01","3841","小诺理财","10000","0","76888.5","235063.55","17","0.00","0.00","3380","3841","","2017-04"
"1618","50172.62","2.73","66.99","民营系","18388","749","28.37","0","35.0","12.59","11.26","140.44","风投系","2017-07-01","hexindai","和信贷","10527","0","20960.87","298665.49","45","0.00","0.00","750","235","","2017-04"
"1619","49935.52","5.66","102.96","民营系","8821","485","22.61","0","80.0","8.51","9.94","-76.39","风投系","2017-07-01","1745","米缸金融","10000","0","28089.06","226071.7","27","2.88","6.86","1881","1745","","2017-04"
"1620","46650.65","3.28","127.11","民营系","14229","367","62.44","0","0.0","9.80","8.93","-738.25","民营系","2017-07-01","gqget","冠e通","10000","0","191650.71","624408.23","22","1.18","8.72","481","3995","","2017-04"
"1621","44033.94","2.01","119.01","","21913","370","22.17","0","0.0","10.74","2.61","607.83","国资系","2017-07-01","1881","有融网","5000","0","27728.66","110829.61","29","4.02","63.62","1058","1881","","2017-04"
"1622","43257.88","20.33","10.80","民营系","2128","4004","3.32","0","0.0","8.34","1.63","-0.32","民营系","2017-07-01","2910","爱本地","5000","0","5912.42","16623.01","23","44.75","38.60","14063","2910","","2017-04"
"1623","42986.50","8.74","262.11","","4916","164","10.67","0","0.0","9.25","1.27","384.80","民营系","2017-07-01","2189","多赢","5000","0","15996.34","53332.96","28","4.40","23.98","511","2189","","2017-04"
"1624","42724.80","9.03","10681.20","民营系","4729","4","33.81","0","0.0","7.49","3.19","327.11","民营系","2017-07-01","1001","汇理财","5000","0","0.0","169033.81","34","18.92","100.00","1186","1001","","2017-04"
"1625","40939.07","11.95","0.00","国资系","3425","12949","5.09","0","60.0","8.55","1.83","-31.00","国资系","2017-07-01","baobidai","生菜金融","10200","0","6827.69","39937.65","32","34.86","21.96","12292","1090","","2017-04"
"1626","40510.38","1.27","2.22","","31973","18270","26.25","0","32.0","10.64","4.73","-956.62","上市系","2017-07-01","3192","理财农场","6111","0","27562.84","160394.16","25","2.53","3.32","27318","3192","","2017-04"
"1627","40353.33","2.51","24.22","","16079","1666","3.89","0","0.0","9.46","3.90","504.59","国资系","2017-07-01","edai365","365易贷","30308","0","43028.04","117805.04","88","6.37","9.55","14252","53","","2017-04"
"1628","40115.20","3.82","13.69","","10491","2931","14.95","0","31.0","12.04","23.54","-99.07","上市系","2017-07-01","yinhu","银湖网","20000","0","5182.44","298923.83","34","3.65","11.68","37493","623","","2017-04"
"1629","39661.15","0.70","0.53","民营系","56724","74523","54.02","0","25.0","11.84","22.34","-304.91","民营系","2017-07-01","nonobank","诺诺镑客","10800","0","83747.89","583406.27","96","19.01","0.05","106517","34","","2017-04"
"1630","39087.00","14.12","1447.67","","2769","27","0.00","0","","7.22","1.87","0.00","","","zrcaifu","中瑞财富","0","0","","","0","0.00","0.00","322","0","","2017-04"
"1631","38800.82","1.33","6.90","","29159","5621","9.33","0","73.0","12.18","1.11","841.43","民营系","2017-07-01","1496","元宝365","5000","0","18533.28","46638.62","30","2.97","4.67","5643","1496","","2017-04"
"1632","38762.45","6.72","45.13","","5772","859","0.53","0","0.0","10.28","1.98","287.06","民营系","2017-07-01","1732","钱保姆","10000","0","14936.67","52820.63","30","7.73","63.58","1349","1732","","2017-04"
"1633","38148.33","5.78","224.40","上市公司系","6601","170","54.94","0","99.0","8.04","6.42","387.22","上市系","2017-07-01","2016","铜掌柜","3158","0","27860.07","173512.92","31","4.99","11.13","427","2016","","2017-04"
"1634","37407.98","10.41","37407.98","民营系","3592","1","72.46","0","0.0","9.86","1.76","-89.66","民营系","2017-07-01","4299","来存吧","1000","0","19319.72","72459.52","13","10.69","100.00","264","4299","","2017-04"
"1635","37245.46","8.38","35.10","","4444","1061","0.00","0","58.0","6.21","6.99","0.00","国资系","2017-07-01","3797","金投行","30000","0","0.0","0.0","0","-100.00","-100.00","1078","3797","","2017-04"
"1636","36604.08","3.31","48.29","","11044","758","232.69","0","37.0","10.05","3.88","-39.35","上市系","2017-07-01","id68","理想宝","10000","0","46023.98","116347.37","35","5.51","30.80","758","583","","2017-04"
"1637","35876.56","2.82","35876.56","民营系","12742","1","10.20","0","0.0","9.38","6.50","494.40","民营系","2017-07-01","jrq","金融圈","20000","0","45720.18","203948.19","30","5.85","100.00","161","1530","","2017-04"
"1638","35744.35","6.47","0.31","","5522","115132","2.95","0","0.0","7.98","1.38","176.11","","2017-07-01","4401","分利宝","20000","0","13417.07","58993.86","19","29.54","36.09","257961","4401","","2017-04"
"1639","35567.00","9.68","1481.96","","3675","24","4.15","1","0.0","10.33","1.13","953.33","民营系","2017-07-01","dib66","地标金融","10000","0","38502.69","41531.19","43","8.61","71.54","383","343","","2017-04"
"1640","35425.84","1.77","1.52","","20042","23375","32.27","0","30.0","12.15","6.68","460.49","上市系","2017-07-01","xinrong","信融财富","6904","0","58747.06","222802.23","52","9.55","18.05","29446","128","","2017-04"
"1641","35184.71","101.11","6.61","民营系","348","5322","12.09","0","0.0","13.24","2.38","-311.96","民营系","2017-07-01","4389","新升贷","5000","0","12340.31","60451.55","25","91.74","2.98","5425","4389","","2017-04"
"1642","34304.86","3.53","35.96","民营系","9715","954","28.97","0","72.0","10.81","6.42","581.34","民营系","2017-07-01","guangxindai","广信贷","5000","0","41370.7","144864.31","52","0.00","0.00","1212","165","","2017-04"
"1643","33609.00","6.83","13.67","","4924","2459","43.37","0","0.0","10.66","17.74","928.23","民营系","2017-07-01","4300","普惠家","6000","0","19593.55","260235.41","19","5.04","7.19","2459","4300","","2017-04"
"1644","33545.76","2.36","16.83","","14206","1993","22.72","0","0.0","10.98","4.27","-99.85","民营系","2017-07-01","3187","投融家","5000","0","37442.01","113597.02","15","2.36","24.73","2101","3187","","2017-04"
"1645","32814.11","1.86","17.67","","17623","1857","5.47","0","44.0","8.40","4.39","327.02","国资系","2017-07-01","88bank","e路同心","20000","0","54162.23","109418.34","27","6.99","3.01","44118","2219","","2017-04"
"1646","32769.53","3.51","94.44","","9343","347","10.90","0","52.0","10.93","2.39","-41.50","国资系","2017-07-01","newunion","新联在线","7000","0","32816.74","76290.61","45","5.88","2.21","347","236","","2017-04"
"1647","31812.92","2.71","20.92","","11725","1521","44.69","0","100.0","8.27","3.60","-896.45","上市系","2017-07-01","9888","金融工场","5000","0","42752.75","223470.96","58","0.00","0.00","1903","629","","2017-04"
"1648","31303.80","119.03","31303.80","上市公司系","263","1","11.57","0","0.0","8.11","6.64","162.89","上市系","2017-07-01","longkin","隆金宝","16750","0","46027.89","193873.14","35","75.88","100.00","2459","1638","","2017-04"
"1649","30435.98","3.86","3381.78","","7877","9","26.96","0","0.0","8.54","5.92","320.83","民营系","2017-07-01","4390","欢乐合家","5000","0","4251.31","134822.76","30","5.22","99.72","501","4390","","2017-04"
"1650","30122.00","3.39","717.19","上市公司系","8884","42","13.36","0","0.0","10.64","4.35","197.98","上市系","2017-07-01","zhaoshangdai","招商贷","11111","0","56987.23","148476.2","46","6.49","23.71","247","175","","2017-04"
"1651","30052.61","4.47","455.34","上市公司系","6730","66","2.31","0","40.0","9.62","2.42","-19.85","上市系","2017-07-01","zhubaodai","珠宝贷","43000","0","57512.52","99477.13","31","12.11","31.84","654","883","","2017-04"
"1652","29181.19","1.86","17.47","国资系","15677","1670","5.61","0","95.0","7.48","2.31","-151.42","国资系","2017-07-01","2762","宝象金融","10000","0","7896.22","56136.54","25","21.13","8.88","6087","2762","","2017-04"
"1653","29104.88","2.24","31.00","","13005","939","9.41","0","62.0","10.95","3.03","-136.10","国资系","2017-07-01","leadercf","礼德财富","10000","0","31290.51","94062.38","44","4.10","8.83","943","341","","2017-04"
"1654","29098.20","7.75","646.63","","3755","45","24.88","0","0.0","6.94","5.88","-713.79","民营系","2017-07-01","rmbboxcom","邦帮堂","10000","0","64243.12","248792.55","30","5.87","42.74","153","1041","","2017-04"
"1655","28254.55","9.34","139.18","民营系","3025","203","19.60","0","84.0","7.97","3.67","227.85","民营系","2017-07-01","invstone","石投金融","5556","0","56115.62","108904.21","35","55.51","85.04","722","628","","2017-04"
"1656","28094.95","0.74","8.06","","38197","3486","33.02","0","0.0","13.44","5.02","763.82","民营系","2017-07-01","836","钱盆网","3000","0","471.84","99047.03","33","5.20","6.09","20198","836","","2017-04"
"1657","26799.04","4.74","14.11","","5651","1899","15.10","0","0.0","11.66","4.63","642.02","民营系","2017-07-01","1ju","宜聚网","5000","0","8969.63","75486.18","49","9.99","9.21","1899","154","","2017-04"
"1658","26228.57","4.83","31.08","国资系","5431","844","23.88","0","38.0","12.60","11.60","634.15","国资系","2017-07-01","zhaiquanjiaoyi","银豆网","8000","0","31247.11","191014.61","39","4.76","13.67","909","447","","2017-04"
"1659","26049.98","19.87","122.88","民营系","1311","212","10.58","0","0.0","12.31","2.45","302.33","民营系","2017-07-01","4011","华赢贷","5000","0","35526.74","52909.43","24","25.01","24.30","516","4011","","2017-04"
"1660","25800.00","3.95","25800.00","","6539","1","6.84","0","0.0","8.65","2.42","-414.24","风投系","2017-07-01","yinpiao","银票网","10000","0","19445.73","68403.53","33","6.89","100.00","363","950","","2017-04"
"1661","25571.38","3.42","160.83","民营系","7471","159","10.26","0","0.0","9.80","1.39","774.60","民营系","2017-07-01","9douyu","九斗鱼","6000","0","18532.94","61554.85","39","5.77","12.60","159","671","","2017-04"
"1662","25271.72","2.17","971.99","","11626","26","7.04","0","0.0","11.37","2.80","31.23","民营系","2017-07-01","cclc","城城理财","20000","0","42327.53","140737.94","47","3.58","95.06","564","1725","","2017-04"
"1663","24529.38","2.53","13.84","民营系","9703","1772","56.66","0","0.0","13.02","8.56","-103.88","风投系","2017-07-01","yiqihao","一起好","2010","0","31821.94","113878.1","55","8.31","1.08","62521","97","","2017-04"
"1664","24495.22","5.80","7.38","民营系","4221","3319","10.85","0","48.0","11.29","6.18","-94.98","风投系","2017-07-01","932","拓道金服","5000","0","26606.87","54248.47","41","17.37","1.56","3360","932","","2017-04"
"1665","24416.80","10.38","7.21","","2352","3388","7.26","0","34.0","11.85","22.11","-256.37","上市系","2017-07-01","660","联金所","6800","0","4064.55","49342.5","42","28.25","0.52","21716","660","","2017-04"
"1666","23725.50","6.11","192.89","民营系","3880","123","18.37","0","0.0","10.97","1.57","668.00","风投系","2017-07-01","miniwangdai","迷你贷","2000","0","32160.44","36731.1","42","18.61","19.24","963","387","","2017-04"
"1667","23564.68","22.49","7.10","民营系","1048","3317","12.70","0","0.0","9.30","2.23","-1262.33","民营系","2017-07-01","4146","小九金服","3001","0","23822.95","38098.69","18","88.04","1.75","3352","4146","","2017-04"
"1668","22937.22","5.93","63.36","民营系","3867","362","8.42","0","0.0","9.59","2.43","-456.30","民营系","2017-07-01","5687","爱米理财","5000","0","23823.45","42076.17","18","5.02","16.75","478","5687","","2017-04"
"1669","22928.67","7.29","2547.63","","3144","9","2.69","0","0.0","10.21","2.58","-426.93","民营系","2017-07-01","qtyd","祺天优贷","5000","0","11340.61","53734.4","27","12.54","97.60","398","1485","","2017-04"
"1670","22853.40","10.66","761.78","民营系","2144","30","10.12","0","0.0","6.12","5.04","447.83","民营系","2017-07-01","4408","新城金融","10000","0","28400.76","101156.41","16","14.77","76.10","264","4408","","2017-04"
"1671","22444.39","3.53","48.06","","6363","467","10.68","1","83.0","10.55","5.14","-1578.61","民营系","2017-07-01","hepai","合拍在线","10000","0","25251.8","106772.05","59","8.60","47.25","1634","117","","2017-04"
"1672","22276.20","2.37","150.51","","9383","148","0.00","0","","10.06","2.50","0.00","","","rozo360","人众金服","0","0","","","0","0.00","0.00","372","0","","2017-04"
"1673","22250.77","1.23","11.07","","18106","2010","7.04","0","0.0","13.04","4.40","198.11","民营系","2017-07-01","3416","多多理财","10000","0","37606.59","70419.73","24","4.01","4.87","2010","3416","","2017-04"
"1674","22157.62","1.95","3692.94","","11352","6","79.69","0","0.0","9.79","5.55","268.58","风投系","2017-07-01","junrongdai","君融贷","2000","0","42592.45","159374.89","31","4.82","100.00","761","1224","","2017-04"
"1675","22018.47","7.95","41.08","民营系","2770","536","40.22","0","0.0","12.19","3.30","-137.64","民营系","2017-07-01","rjb777","融金宝","1000","0","16989.71","40220.44","34","11.84","61.93","1940","743","","2017-04"
"1676","21475.71","6.11","5368.93","国资系","3513","4","6.97","0","0.0","7.17","1.51","127.02","国资系","2017-07-01","2954","金投手","5000","0","12532.3","34849.26","23","7.41","100.00","661","2954","","2017-04"
"1677","21004.06","2.94","538.57","","7134","39","12.97","0","0.0","8.83","4.60","345.22","民营系","2017-07-01","twotiger","两只老虎","5000","0","25489.26","64845.03","34","6.22","44.42","253","674","","2017-04"
"1678","20207.61","7.28","164.29","上市公司系","2774","123","6.43","0","0.0","9.02","1.13","403.86","上市系","2017-07-01","wzdai","温州贷","5000","0","10797.64","32158.33","63","13.75","81.04","5857","50","","2017-04"
"1679","20168.00","3.67","366.69","","5501","55","18.64","0","0.0","14.55","5.80","208.24","民营系","2017-07-01","sslj8cn","乐居财富","5000","0","32103.4","93200.05","30","5.44","6.88","651","1216","","2017-04"
"1680","20051.97","4.96","81.51","国资系","4043","246","83.63","0","47.0","8.25","3.88","458.99","国资系","2017-07-01","1982","道口贷","1282","0","59399.2","107215.67","28","4.21","6.09","246","1982","","2017-04"
"1681","19837.17","1.40","11.77","","14193","1685","7.23","0","0.0","9.32","3.81","127.53","国资系","2017-07-01","3921","乐享宝","5000","0","17296.35","36159.7","16","5.94","41.03","1685","3921","","2017-04"
"1682","19746.57","1.63","15.21","","12102","1298","11.04","0","64.0","8.86","2.53","-79.12","风投系","2017-07-01","kesucorp","可溯金融","5000","0","12804.63","55207.88","31","9.87","5.90","1471","1440","","2017-04"
"1683","19723.39","4.39","20.06","","4492","983","6.04","0","0.0","7.95","2.74","617.94","民营系","2017-07-01","2953","知商金融","10000","0","36057.44","60387.9","22","6.51","20.80","1444","2953","","2017-04"
"1684","19722.10","3.06","4930.53","民营系","6435","4","21.18","0","0.0","7.92","5.28","-201.10","民营系","2017-07-01","2636","淘淘金","5000","0","32093.79","105891.96","30","12.35","100.00","259","2636","","2017-04"
"1685","19540.04","1.47","52.81","","13315","370","9.29","0","0.0","13.56","12.40","265.82","民营系","2017-07-01","haoinvestcom","安捷财富","20000","0","29786.05","185793.53","34","3.33","44.56","373","900","","2017-04"
"1686","19335.11","2.06","11.12","","9368","1739","0.20","1","0.0","9.15","5.88","267.07","民营系","2017-07-01","6369","善林财富","120000","0","5986.41","23614.87","11","15.85","5.67","2067","6369","","2017-04"
